259,characters,1
260,attractions,1
261,primary,1
262,rank,12
263,wash,2
264,philosophical,1
265,another,7
266,2050,1
267,confectionery,2
268,service,1
269,similarly,1
270,pelagic,1
271,uto-aztecan,1
272,historian,1
273,approximately,5
274,fiction,1
275,needed,1
276,observations,1
277,hollywood,1
278,john,1
279,ranging,1
280,listen,1
281,urban,9
282,collapse,1
283,eboracum,1
284,villages,1
285,serve,1
286,wisdom,1
287,western,6
288,somewhat,2
289,character,1
290,distance,2
291,classed,1
292,roles,1
293,immigrants,1
294,tree,1
295,likely,1
296,aztec,1
297,nations,3
298,invention,1
299,historical,5
300,genders,1
301,acquisition,1
302,1640s,1
303,bridge,1
304,fashion,3
305,boston,1
306,modern,15
307,longitudes,1
308,"500,000",1
309,selflessness,1
310,raw,1
311,emphasizing,6
312,seen,1
313,tells,1
314,expeditions,1
315,forced,1
316,mostly,3
317,convenient,1
318,latter,1
319,isolated,2
320,predominantly,1
321,hispania,1
322,absorbed,1
323,forces,6
324,season,1
325,culminated,1
326,web-based,1
327,mother,1
328,militaries,1
329,septimontium,1
330,involving,1
331,germany,1
332,letter,11
333,functionary,1
334,germans,1
335,singer,2
336,episode,3
337,m,7
338,inferred,1
339,treaty,2
340,freeway,1
341,entertaining,1
342,attested,1
343,came,4
344,advisory,1
345,danaids,1
346,jurisdiction,2
347,ending,1
348,religions,1
349,chartered,1
350,radio,1
351,constituent,1
352,earth,4
353,nevada,3
354,northeast,1
355,1542,3
356,explain,1
357,iskenderun,1
358,wrestling,1
359,deepest,1
360,rich,2
361,continuity,1
362,do,5
363,railway-related,1
364,glaciers,1
365,professionals,1
366,plato,1
367,perceive,1
368,leisure,1
369,coast,12
370,1941,1
371,guatemala,1
372,christopher,2
373,numeral,1
374,societies,2
375,earl,3
376,bar,1
377,countries,12
378,fields,1
379,chumash,2
380,gabrielino-tongva,1
381,bay,3
382,children's,2
383,estados,1
384,secretary,1
385,headed,1
386,beatus,2
387,b-side,1
388,septem,1
389,emergent,1
390,zones,1
391,result,3
392,iran,2
393,foss,1
394,subject,3
395,brazil,2
396,majeur,1
397,said,2
398,capacity,3
399,viceroyalty,1
400,rings,1
401,artificial,2
402,lithosphere,1
403,unable,1
404,olympics,1
405,drawn,1
406,approach,1
407,discovery,2
408,claws,1
409,terms,5
410,nature,4
411,confusion,1
412,however,1
413,southeast,3
414,wto,1
415,behaviour,1
416,climate,14
417,sanitation,1
418,country,20
419,himalayas,1
420,juanita,1
421,games,5
422,virtual-reality,1
423,china,1
424,argue,2
425,adapted,2
426,suggest,1
427,alternate,1
428,royal,1
429,vast,2
430,height,1
431,hygiene,1
432,"202,400",1
433,wider,1
434,speak,2
435,lighthouse,1
436,oceanography,1
437,engines,1
438,union,3
439,three,8
440,been,10
441,extraction,1
442,much,1
443,interest,1
444,basic,2
445,expected,1
446,basin,17
447,2nd-century,1
448,arena,1
449,life,1
450,premier,1
451,families,1
452,eastern,1
453,163,1
454,commerce,1
455,east,10
456,ahead,3
457,economies,2
458,air,1
459,depictions,1
460,davenport,1
461,spawn,1
462,seven,1
463,losses,1
464,fourteenth,1
465,olympic,1
466,mexico,14
467,california's,4
468,is,205
469,it,64
470,experts,1
471,ramifications,1
472,in,274
473,maya,1
474,person(s,1
475,famine,1
476,if,3
477,containing,1
478,comté,1
479,wladimir,1
480,make,2
481,cumulative,1
482,rebellion,1
483,complex,3
484,sheltered,1
485,battlefields,1
486,several,6
487,european,10
488,meets,1
489,governors,5
490,sacramento,1
491,social,6
492,differing,1
493,evil,1
494,hand,1
495,delight,1
496,slovenia,1
497,metropoles,1
498,balearic,1
499,graafschap,1
500,changes,4
501,ocean,9
502,academic,3
503,contact,3
504,greatest,1
505,qualities,1
506,monaco,1
507,the,795
508,800,1
509,culturally,1
510,seasonal,1
511,unified,1
512,agency,1
513,traditions,1
514,just,1
515,sporting,1
516,assigned,1
517,identify,1
518,human,5
519,facts,1
520,previous,1
521,biscay,1
522,psalter,1
523,1771,1
524,han,1
525,equipment,1
526,similarities,1
527,regarded,3
528,had,8
529,passive,1
530,topical,1
531,n,1
532,prison,1
533,has,27
534,humanity,1
535,designate,1
536,elevation,2
537,municipal,1
538,advances,1
539,pipe-major,1
540,possibly,1
541,cultural,8
542,thucydides,2
543,30,1
544,1555,1
545,replace,1
546,advanced,1
547,occurring,1
548,brought,1
549,59,1
550,arrivals,1
551,specific,5
552,officer,4
553,follows,2
554,towards,1
555,portuguese,1
556,old,6
557,people,13
558,homestead,1
559,dead,2
560,neve,1
561,productions,1
562,election,2
563,billboard,1
564,altered,1
565,indirect,1
566,contests,1
567,short-term,1
568,austronesian,1
569,anatolia,1
570,for,70
571,ice,1
572,creative,1
573,continue,4
574,landscape,1
575,conquering,1
576,theological,1
577,core,1
578,slavic,1
579,meanings,2
580,disappeared,1
581,translated,1
582,shifting,1
583,defensive,1
584,manufacturing,4
585,properties,1
586,chapter,2
587,coral,1
588,months,2
589,officeholders,1
590,islands,6
591,contains,1
592,formerly,1
593,presence,1
594,civil,2
595,prisoners,2
596,intellectual,1
597,chooses,1
598,commuters,1
599,lies,1
600,beings,2
601,coastal,4
602,81st,1
603,"965,000",1
604,federal,4
605,conté,1
606,altitude,1
607,initial,4
608,approximate,1
609,way,3
610,resulted,1
611,bodies,1
612,was,46
613,war,26
614,head,1
615,amateur,1
616,form,10
617,manufacturers,1
618,becoming,1
619,denoting,4
620,ceded,2
621,back,1
622,peninsula,4
623,31st,1
624,hemisphere,4
625,solar,1
626,sustained,1
627,removed,1
628,true,1
629,medius,1
630,speakers,1
631,versions,1
632,inside,1
633,ancestral,2
634,tell,1
635,economic,9
636,submitting,1
637,propaganda,1
638,150,1
639,153,1
640,liberal,1
641,item,1
642,one-third,1
643,covers,1
644,evidence,3
645,moors,2
646,exist,3
647,accounting,1
648,ionian,1
649,"760,000",1
650,physical,3
651,no,3
652,hart,1
653,when,6
654,geographically,2
655,setting,1
656,role,3
657,hoffman,1
658,steamship,1
659,picture,1
660,embodied,1
661,models,2
662,preceding,1
663,felt,1
664,utilities,1
665,polity,1
666,scale,2
667,authorities,1
668,billion,1
669,non-commissioned,1
670,corresponding,1
671,interval,1
672,modals,2
673,coastlines,3
674,beds,1
675,ceuta,2
676,time,8
677,serious,2
678,concept,1
679,dance,4
680,global,10
681,focus,1
682,leads,1
683,foundations,1
684,chair,1
685,devoted,1
686,anno,3
687,1948,1
688,hold,1
689,depend,1
690,zone,3
691,technique,2
692,father,2
693,bordered,4
694,1945,1
695,environment,3
696,kidney-shaped,1
697,charge,1
698,marks,1
699,discovering,1
700,sovereignty,3
701,circumstances,1
702,a's,2
703,southwest,1
704,division,5
705,federation,1
706,could,3
707,emphasizes,1
708,seemingly,1
709,1492,1
710,emphasized,1
711,fifty,1
712,隽,1
713,governments,2
714,level,3
715,12th,1
716,philippines,1
717,levee,1
718,leave,1
719,third-largest,1
720,akrotiri,1
721,team,1
722,round,1
723,prevent,1
724,spiritual,2
725,revolution,3
726,obsolete,1
727,inland,1
728,affiliation,1
729,targets,1
730,majors,1
731,constitution,1
732,g20,1
733,deindividuation,1
734,celebrated,2
735,shares,1
736,current,1
737,annals,1
738,decade,3
739,shared,5
740,ordu,1
741,appeal,1
742,scripted,1
743,subdivided,2
744,transportation,1
745,guardian,1
746,french,6
747,understanding,5
748,water,6
749,corporation,1
750,twentieth,1
751,groups,11
752,kilometers,1
753,along,8
754,appears,1
755,change,5
756,canadian,2
757,shift,2
758,studied,1
759,commonly,8
760,descended,1
761,usually,13
762,locomotion,1
763,chesterfield,1
764,studies,1
765,country's,2
766,regardless,1
767,extra,1
768,problematic,1
769,prefer,1
770,marked,1
771,lower-case,1
772,civilizations,1
773,seashore,1
774,1st,1
775,should,1
776,isles,2
777,monterrey,1
778,wealth,2
779,working,2
780,sports,3
781,territories,1
782,live,3
783,opposed,3
784,memory,1
785,films,1
786,angels,6
787,theoretical,2
788,today,3
789,afford,1
790,india,3
791,oregon,1
792,attained,1
793,commissioned,1
794,virtue,2
795,cases,4
796,walled,1
797,redistributions,1
798,tokyo,1
799,julius,1
800,thousands,2
801,originally,3
802,orion,1
803,districts,2
804,non-biotic,1
805,can,37
806,9th,3
807,following,9
808,making,4
809,laughter,1
810,peoplehood,1
811,citizens,1
812,nursing,1
813,stream,1
814,organised,1
815,december,1
816,battalion-sized,1
817,agent,1
818,state/province,1
819,spending,1
820,purity,2
821,council,2
822,allowed,1
823,conversely,1
824,occur,2
825,parliamentary,1
826,ethno-national,1
827,conurbation,2
828,"195,360",1
829,discussion,1
830,watching,1
831,1,3
832,state's,4
833,criterion,1
834,fourth,2
835,survivors,1
836,economy,10
837,edinburgh,1
838,product,1
839,coe,1
840,huge,1
841,may,35
842,"700,000",1
843,martius,1
844,southern,10
845,membership,4
846,explored,1
847,designed,1
848,such,27
849,isotherms,1
850,data,1
851,eighth,1
852,man,2
853,temperate,1
854,120,1
855,noun,3
856,ss,1
857,6th,2
858,sq,3
859,explicit,1
860,provide,1
861,accelerated,1
862,armrests,1
863,so,2
864,african,5
865,halos,1
866,definitions,1
867,conquests,1
868,officialdom,1
869,typical,1
870,hands,1
871,noteworthy,1
872,canary,2
873,years,5
874,professors,1
875,course,1
876,statistical,1
877,differs,1
878,limbs,1
879,derive,1
880,group,12
881,organisation,3
882,facility,1
883,yorkshire,2
884,forms,8
885,attraction,2
886,offers,1
887,policy,1
888,main,1
889,decades,2
890,finance,1
891,thereby,1
892,3,1
893,aes,1
894,1781st,1
895,nation,6
896,records,1
897,half,1
898,not,19
899,now,4
900,killed,1
901,possess,1
902,down,3
903,term,20
904,name,14
905,servant,1
906,january,1
907,y-axis,1
908,aptos,1
909,instability,1
910,concerts,1
911,individually,1
912,ludi,2
913,square,4
914,rodríguez,1
915,doctrine,1
916,populated,2
917,1821,6
918,directing,1
919,challenges,1
920,ex,1
921,year,27
922,eu,1
923,tumultuous,1
924,self-government,1
925,amusement,1
926,canada,1
927,821st,1
928,container,1
929,factors,1
930,greeks,1
931,investigation,3
932,emerged,1
933,internet,2
934,correct,1
935,insular,1
936,earlier,1
937,mercantile,1
938,state,20
939,yurt,1
940,variant,2
941,romani,1
942,million,13
943,mechanisms,1
944,possibility,2
945,romans,1
946,california,31
947,federations,1
948,carl,1
949,span,1
950,obligation,1
951,marine,1
952,accommodation,1
953,card,1
954,language,12
955,discussing,1
956,british,8
957,motion,1
958,turn,2
959,place,1
960,massive,1
961,comte,1
962,childhood,1
963,first,19
964,origin,3
965,revenue,3
966,spoken,2
967,variables,4
968,municipality,3
969,one,17
970,americans,2
971,ethno-racial,1
972,spanish,16
973,corporations,1
974,ring,1
975,open,1
976,millions,2
977,disinterested,1
978,city,36
979,given,4
980,chanson,1
981,convent,1
982,participates,1
983,guadalupe,1
984,2,3
985,governor(s,1
986,legally,1
987,white,1
988,structures,2
989,"31,000",1
990,friend,1
991,gives,2
992,hub,2
993,that,42
994,humans,3
995,suit,1
996,montenegro,1
997,broadcast,1
998,released,1
999,baja,1
1000,representing,1
1001,than,8
1002,population,11
1003,11,2
1004,wide,2
1005,television,3
1006,12,3
1007,14,3
1008,16,1
1009,19,1
1010,18,1
1011,ventura,1
1012,future,1
1013,were,16
1014,cards,1
1015,848th,1
1016,and,313
1017,san,9
1018,angel,5
1019,remained,3
1020,greece,1
1021,13th,2
1022,pastry,1
1023,fifty-eight,1
1024,uninterrupted,1
1025,franco-mexican,1
1026,sells,1
1027,any,10
1028,sat,1
1029,conversion,1
1030,double-storey,1
1031,secretaría,1
1032,editing,1
1033,malta,1
1034,phillips,1
1035,potential,2
1036,centuries-long,1
1037,take,1
1038,dropcap,1
1039,prevalence,1
1040,performance,2
1041,channel,2
1042,"1,700",1
1043,200,1
1044,multiple,1
1045,theatre,1
1046,opposite,1
1047,track,1
1048,analyse,1
1049,olmec,1
1050,nolan,4
1051,successive,1
1052,america,2
1053,synonym,1
1054,especially,3
1055,feminine,1
1056,considered,11
1057,average,3
1058,later,8
1059,observances,1
1060,participle,1
1061,ways,1
1062,carthaginian,1
1063,backdrop,1
1064,professional,3
1065,senior,2
1066,gender-neutral,1
1067,typically,4
1068,precise,1
1069,walking,1
1070,show,2
1071,german,1
1072,contemporary,1
1073,sites,1
1074,takic,1
1075,region's,1
1076,southwestern,2
1077,interpretation,1
1078,fifth,2
1079,geography,2
1080,weapons,1
1081,specifically,1
1082,gulf,3
1083,title,2
1084,ibero-american,1
1085,proportion,1
1086,behind,1
1087,crime,1
1088,analytic,1
1089,only,9
1090,stand,1
1091,sierra,1
1092,wool,1
1093,"17,280",1
1094,thornthwaite,1
1095,awareness,1
1096,ranking,1
1097,reconquest,1
1098,designated,1
1099,wardens,1
1100,employers,1
1101,cannot,1
1102,infallible,1
1103,nearly,1
1104,clans,1
1105,conjunction,1
1106,manuscripts,2
1107,drydock,1
1108,secondary,1
1109,resource,1
1110,unidos,1
1111,assimilate,1
1112,median,1
1113,miles,5
1114,dough,1
1115,where,4
1116,16th,1
1117,danai,1
1118,administratively,1
1119,seas,1
1120,staged,1
1121,seat,5
1122,relative,2
1123,elected,2
1124,college,1
1125,calendar,19
1126,europeans,1
1127,fails,1
1128,831,1
1129,vertical,1
1130,managing,1
1131,definite,1
1132,representatives,1
1133,boundaries,1
1134,outside,2
1135,recognisable,1
1136,between,9
1137,mandarin,1
1138,justified,1
1139,zoroastrianism,1
1140,infrastructure,1
1141,parent,1
1142,debut,1
1143,gabrielino/tongva,1
1144,by,85
1145,densely,1
1146,gregorian,9
1147,rapidly,1
1148,cities,6
1149,come,2
1150,dates,1
1151,missions,2
1152,libya,2
1153,lɒs,1
1154,many,21
1155,region,15
1156,according,4
1157,ouse,1
1158,mons,1
1159,designations,3
1160,railway,1
1161,1840s,1
1162,traded,1
1163,synoptic,1
1164,comes,1
1165,nearby,1
1166,duty,2
1167,among,3
1168,stretches,1
1169,madness,1
1170,historians,2
1171,colony,2
1172,period,3
1173,diminutive,1
1174,learning,1
1175,article,1
1176,69,1
1177,extinct,1
1178,turkey,4
1179,epistemology,1
1180,arts,1
1181,underworld,1
1182,thematical,1
1183,west,5
1184,locally,1
1185,absence,1
1186,shortening,1
1187,toypurina,1
1188,combined,2
1189,mars,1
1190,linguistic,1
1191,worcestershire,1
1192,500,4
1193,direction,1
1194,bernardino,1
1195,formed,1
1196,andrew,1
1197,dramatic,1
1198,external,1
1199,geste,1
1200,everest,1
1201,those,4
1202,case,5
1203,specialised,1
1204,developing,1
1205,these,11
1206,mount,1
1207,shanty,1
1208,manx,1
1209,shall,1
1210,residence,1
1211,expertise,1
1212,sikhs,1
1213,eventually,1
1214,endowed,1
1215,strait,4
1216,sleeping,1
1217,middle,10
1218,empires,2
1219,technology,4
1220,diseases,1
1221,different,11
1222,classified,3
1223,etc,7
1224,media,3
1225,granted,1
1226,bowl,5
1227,same,4
1228,inquiry,1
1229,constructed,1
1230,events,7
1231,pan,1
1232,status,3
1233,extended,2
1234,centuries,4
1235,meteorological,3
1236,structurally,1
1237,riggs,1
1238,persons,1
1239,vowel,1
1240,changing,1
1241,tradition,1
1242,"3,500",1
1243,largely,2
1244,pennsylvania,1
1245,iraqis,1
1246,constitutional,1
1247,roughly,1
1248,46th,1
1249,without,1
1250,sea's,1
1251,components,1
1252,very,1
1253,model,1
1254,researchers,1
1255,gdp,2
1256,summer,3
1257,entertainments,1
1258,being,10
1259,generally,8
1260,actions,2
1261,communities,3
1262,non-sovereign,1
1263,aspect,3
1264,slanting,1
1265,domicile,1
1266,except,2
1267,mann,1
1268,perth,1
1269,4,4
1270,samples,1
1271,republic,4
1272,extensive,2
1273,kingdom,3
1274,around,4
1275,read,2
1276,amc,1
1277,tongva,20
1278,calendars,2
1279,30-year,1
1280,early,2
1281,regio,1
1282,traffic,1
1283,styled,1
1284,using,2
1285,dare,1
1286,furniture,1
1287,towel,1
1288,particle,1
1289,facing,1
1290,audience,5
1291,either,6
1292,output,2
1293,reform,2
1294,densest,1
1295,superintendent,1
1296,jews,1
1297,madrid,1
1298,titan,2
1299,lebanon,1
1300,pacific,4
1301,specified,2
1302,images,2
1303,racial,1
1304,upper-case,1
1305,provided,1
1306,caribbean,1
1307,1850,2
1308,colonial,2
1309,metropoleis,1
1310,recorded,7
1311,legal,1
1312,provides,1
1313,mexico-tenochtitlan,1
1314,non-profit,1
1315,refer,19
1316,metropolis,4
1317,scientific,3
1318,business,2
1319,gettier,1
1320,modality,1
1321,sixth,3
1322,equivalent,6
1323,arcángel,2
1324,sub-groups,1
1325,notably,1
1326,1932,1
1327,endogamy,1
1328,1939,1
1329,refers,4
1330,punishments,1
1331,on,63
1332,central,1
1333,8.7,1
1334,origins,2
1335,nafta,1
1336,of,418
1337,industry,8
1338,discussed,1
1339,meaning,3
1340,practical,2
1341,mutually,1
1342,gerstmonath,1
1343,km2,3
1344,act,1
1345,bantu,1
1346,or,152
1347,tijuana,1
1348,tribe,4
1349,lands,2
1350,communication,1
1351,león,1
1352,accounts,2
1353,determine,2
1354,strip,1
1355,weeknd,1
1356,hidalgo,1
1357,"505,990",1
1358,legacy,1
1359,shires,1
1360,area,28
1361,there,6
1362,relocation,1
1363,sides,5
1364,start,7
1365,italic,1
1366,house,1
1367,cultures,3
1368,valley,1
1369,emesis,1
1370,municipalities,1
1371,illuminated,2
1372,enough,3
1373,sophisticated,1
1374,philosophers,1
1375,survived,1
1376,with,67
1377,condition,1
1378,rush,1
1379,embedded,1
1380,dominical,6
1381,summits,1
1382,dardanelles,1
1383,internationale,1
1384,agree,1
1385,strongly,3
1386,toilet,2
1387,ad,5
1388,tectonic,1
1389,certain,6
1390,describe,2
1391,moved,2
1392,deep,1
1393,general,4
1394,as,117
1395,at,19
1396,hobbies,1
1397,politics,1
1398,moves,1
1399,hospitals,1
1400,film,6
1401,assessing,1
1402,administered,1
1403,saturday,2
1404,field,1
1405,summit,1
1406,5,2
1407,spatial,1
1408,mathematics,1
1409,forcing,1
1410,houseboat,1
1411,"4,000",2
1412,separate,5
1413,shelter,1
1414,2005,1
1415,"35,000",1
1416,terra,1
1417,anatomical,1
1418,important,6
1419,peak,1
1420,decorated,1
1421,13,1
1422,pool,1
1423,prewar,1
1424,building,2
1425,wife,1
1426,city's,1
1427,barcelona,1
1428,scroll,1
1429,peninsular,1
1430,mdcclxxxi,1
1431,dialects,2
1432,cores,1
1433,overseas,1
1434,starting,8
1435,original,1
1436,military-focused,1
1437,represent,2
1438,all,6
1439,surrounded,2
1440,consider,1
1441,founder,1
1442,suburban,1
1443,month,11
1444,founded,3
1445,dish,1
1446,settlement,1
1447,religious,2
1448,sung,1
1449,dreadful,1
1450,apartment,1
1451,referring,1
1452,vikings,1
1453,acting,1
1454,thursday,1
1455,to,191
1456,spain,14
1457,dressing,1
1458,health,1
1459,presentation,1
1460,activities,4
1461,belonging,3
1462,gaels,1
1463,appointment,1
1464,agglomeration,2
1465,song,5
1466,far,1
1467,later-imported,1
1468,horror,1
1469,"1,500",1
1470,exotic,1
1471,adjective,4
1472,heaven,1
1473,17th,1
1474,dictatorship,2
1475,accompanying,2
1476,benevolent,1
1477,puebla,1
1478,large,10
1479,non-combatant,1
1480,francophonie,1
1481,sana,1
1482,small,5
1483,biological,1
1484,tribal,1
1485,20th,1
1486,spanish-speaking,2
1487,portable,1
1488,ten,2
1489,streets,1
1490,nearing,1
1491,past,4
1492,arizona,1
1493,timescales,1
1494,perspective,3
1495,link,1
1496,further,2
1497,situated,6
1498,what,4
1499,nonlinear,1
1500,richard,1
1501,ecclesiastical,2
1502,beattie,1
1503,section,2
1504,version,2
1505,northumbria,1
1506,public,9
1507,full,1
1508,christian,1
1509,promising,1
1510,component,1
1511,21st,1
1512,nation's,2
1513,ranges,3
1514,civilians,2
1515,belize,1
1516,washstand,1
1517,conte,1
1518,1848,5
1519,mesoamerican,1
1520,d.c,1
1521,stretching,1
1522,allows,1
1523,experience,2
1524,simply,1
1525,published,1
1526,identity,4
1527,narrow,1
1528,coastline,4
1529,via,1
1530,followed,2
1531,family,2
1532,gurira,1
1533,africa,3
1534,1820s,1
1535,vir,1
1536,texts,1
1537,extinction,1
1538,armed,2
1539,1903,1
1540,marauders,1
1541,takes,1
1542,britannia,1
1543,distinct,2
1544,destination,1
1545,saxons,1
1546,two,13
1547,governance,2
1548,oecd,2
1549,characteristics,2
1550,taken,2
1551,rhee,1
1552,achieving,1
1553,minor,1
1554,more,14
1555,horses,1
1556,israel,1
1557,erode,1
1558,company,4
1559,fascicle,1
1560,"4,900",1
1561,broke,1
1562,particular,3
1563,known,14
1564,dhekelia,1
1565,riverbank,1
1566,presumed,1
1567,town,5
1568,evolves,1
1569,keeping,1
1570,organization,6
1571,marmara,1
1572,science,3
1573,paragraph,1
1574,nine,1
1575,evolved,2
1576,spontaneous,1
1577,abrahamic,1
1578,history,16
1579,beautiful,1
1580,purchases,1
1581,prehistory,1
1582,rodriguez,1
1583,share,2
1584,states,22
1585,pushed,1
1586,climates,5
1587,numbers,1
1588,purchased,1
1589,sense,5
1590,pond,1
1591,americas,2
1592,species,1
1593,longest,1
1594,information,3
1595,court,1
1596,drained,1
1597,csa,1
1598,ratified,1
1599,mdxlii,1
1600,stemming,1
1601,influences,1
1602,lakes,1
1603,trendsetter,1
1604,ft,4
1605,intended,3
1606,derived,6
1607,revolutions,1
1608,lighting,1
1609,olympus,1
1610,horizontal,1
1611,derives,3
1612,response,1
1613,a,295
1614,short,2
1615,author,1
1616,children,2
1617,archipelagos,1
1618,coal,1
1619,shore,4
1620,sect,1
1621,deterioration,1
1622,alphabet,3
1623,pleasure,1
1624,geographic,3
1625,mexican,6
1626,september,23
1627,developed,7
1628,zealand's,1
1629,ethno-linguistic,2
1630,trade,4
1631,wide-ranging,1
1632,held,2
1633,industrial,2
1634,through,8
1635,guadalajara,1
1636,destruction,1
1637,existence,1
1638,its,29
1639,culture-focused,1
1640,style,1
1641,vulgate,1
1642,20,1
1643,23,1
1644,29,1
1645,herbstmonat,1
1646,late,1
1647,territorial,1
1648,systems,5
1649,cross,1
1650,might,3
1651,alter,1
1652,argentine,1
1653,fernandeño,1
1654,someone,2
1655,geographical,2
1656,food,2
1657,socio-cultural,1
1658,merriam,1
1659,vomit,1
1660,thereof,1
1661,foot,2
1662,bigger,1
1663,develops,1
1664,products,2
1665,designation,1
1666,always,2
1667,isle,1
1668,positions,1
1669,found,4
1670,characterized,2
1671,referred,6
1672,england,5
1673,chevron,1
1674,weight,1
1675,generation,1
1676,colder,2
1677,fixture,1
1678,idea,2
1679,oil,1
1680,"970,000",1
1681,seniority,1
1682,beyond,1
1683,dominates,1
1684,sergent-majeur,1
1685,since,7
1686,research,1
1687,participants,1
1688,dominated,1
1689,hill,1
1690,7,1
1691,occurs,1
1692,belief,1
1693,destructive,1
1694,friday,1
1695,pre-recorded,1
1696,endonym,2
1697,tetrapods,1
1698,extraordinary,1
1699,base,1
1700,proxy,1
1701,attendant,1
1702,beginning,7
1703,generate,1
1704,definition,2
1705,retained,2
1706,e.g,2
1707,bilbao,1
1708,american,7
1709,w,1
1710,syria,1
1711,connotation,1
1712,major,18
1713,drum-major,1
1714,number,8
1715,feet,3
1716,climbing,1
1717,comtat,1
1718,ninth,2
1719,differ,1
1720,temperature,4
1721,script,1
1722,leading,1
1723,interact,1
1724,coasts,1
1725,least,1
1726,station,2
1727,gibraltar,6
1728,scheme,1
1729,photographing,1
1730,too,1
1731,relationship,1
1732,latitudes,1
1733,paleoclimates,1
1734,immediate,1
1735,1918,3
1736,belligerent's,1
1737,part,18
1738,nco,1
1739,1910,1
1740,1917,1
1741,king,2
1742,b,2
1743,determines,1
1744,iranian,1
1745,aims,1
1746,2024,1
1747,autumn,2
1748,determined,1
1749,marriage,1
1750,enclosed,1
1751,acculturation,1
1752,storytelling,1
1753,metropolises,2
1754,seth,1
1755,alongside,2
1756,ages,2
1757,substantial,1
1758,concentration,1
1759,mountain,7
1760,u.s,3
1761,built,2
1762,depending,2
